API Well Number,Well Name,Well Name Suffix,Bottom Lease Number,Bottom Area,Bottom Block,Company Name,Spud Date,BH Total MD (feet),True Vertical Depth (feet),TVD Subsea (feet),RKB,KOP,Total Depth Date,Status Date,Type Code,Status Code,Casing Cut Code,Water Depth (feet),Underwater Comp Stub,Surface Lease Number,Surface Latitude,Surface Longitude,Bottom Latitude,Bottom Longitude
608174141000,  009,ST00BP00,G09866,MC,  776,BP Exploration & Production Inc.,,*****,*****,*****,82,*****,,6/7/2019,D,APD,N,5739,N,G09866,28.205145,-88.56408389,*****,*****
608174140900,  003,ST00BP00,G33178,MC,  816,"LLOG Exploration Offshore, L.L.C.",,*****,*****,*****,86,*****,,5/16/2019,E,APD,N,5643,N,G33178,28.17185424,-88.77303889,*****,*****
608174141100,  003,ST00BP00,G27278,MC,  519,Fieldwood Energy LLC,,*****,*****,*****,81,*****,,6/11/2019,E,APD,N,6595,N,G27278,28.46964611,-88.21682722,*****,*****
608174009702, A023,ST02BP00,G02642,MC,  150,"EnVen Energy Ventures, LLC",,*****,*****,*****,132,*****,,12/17/2018,D,AST,N,1024,N,G02638,28.79102516,-89.05617659,*****,*****
608174006702, A005,ST02BP00,G02643,MC,  151,"EnVen Energy Ventures, LLC",,*****,*****,*****,132,*****,,11/28/2018,D,AST,N,1024,N,G02638,28.79105593,-89.05614286,*****,*****
608174087704,SS003,ST01BP00,G32301,MC,  199,"LLOG Exploration Offshore, L.L.C.",4/2/2019,*****,*****,*****,82,*****,4/3/2019,3/19/2019,D,AST,N,2528,N,G32301,28.75659229,-88.83477433,*****,*****
608174087706,SS003,ST01BP02,G32301,MC,  199,"LLOG Exploration Offshore, L.L.C.",4/12/2019,*****,*****,*****,82,*****,4/13/2019,4/11/2019,D,AST,N,2528,N,G32301,28.75659229,-88.83477433,*****,*****
608174087705,SS003,ST01BP01,G32301,MC,  199,"LLOG Exploration Offshore, L.L.C.",4/4/2019,*****,*****,*****,82,*****,4/5/2019,4/4/2019,D,AST,N,2528,N,G32301,28.75659229,-88.83477433,*****,*****
608174121703,TB007,ST02BP00,G22898,MC,  725,Hess Corporation,,*****,*****,*****,83,*****,,4/23/2019,D,AST,N,4328,N,G22898,28.24616085,-88.92815038,*****,*****
608174120803,MB002,ST00BP03,G07962,MC,  806,Shell Offshore Inc.,3/17/2019,*****,*****,*****,232,*****,3/19/2019,3/17/2019,E,AST,N,3039,N,G07963,28.15987109,-89.23923067,*****,*****
608174120403,VA002,ST02BP00,G22919,MC,  984,Shell Offshore Inc.,,*****,*****,*****,102,*****,,4/8/2019,E,AST,N,4004,N,G31534,28.00820286,-89.16254778,*****,*****
608174098500,  001,ST00BP00,G18237,MC,  412,BP Exploration & Production Inc.,,24825,24825,24750,75,,,6/25/2002,E,CNL,,1616,N,G18237,28.54545311,-89.16649692,28.54545311,-89.16649692
608174088406,TC001,ST04BP00,G09866,MC,  776,BP Exploration & Production Inc.,,*****,*****,*****,93,*****,,1/18/2007,D,CNL,N,5636,N,G09866,28.21611092,-88.55840751,*****,*****
608174105100,  020,ST00BP00,G09868,MC,  778,BP Exploration & Production Inc.,,*****,*****,*****,93,*****,,8/20/2005,D,CNL,N,6031,N,G09868,28.1904583,-88.49550971,*****,*****
608174105000,  019,ST00BP00,G09868,MC,  778,BP Exploration & Production Inc.,,*****,*****,*****,93,*****,,8/20/2005,D,CNL,N,6031,N,G09868,28.19076609,-88.4957758,*****,*****
608174102200,  001,ST00BP00,G14641,MC,  519,BP Exploration & Production Inc.,,19650,19200,19125,75,,,4/30/2004,E,CNL,N,6500,N,G14641,28.47723351,-88.24960477,28.47723351,-88.24960477
608174087502,SS002,ST02BP00,G19935,MC,  305,ATP Oil & Gas Corporation,,13755,12891,12800,91,,,11/1/2013,E,CNL,N,7001,N,G19935,28.70093469,-87.92982882,28.69533194,-87.9306425
608174111300,SS007,ST00BP00,G14016,MC,  711,ATP Oil & Gas Corporation,,15658,15500,15415,85,,,5/2/2007,D,CNL,N,2975,N,G14016,28.21610444,-89.63450306,28.21852611,-89.632695
608174109300,  001,ST00BP00,G24104,MC,  754,ATP Oil & Gas Corporation,,16438,14889,14803,86,,,5/8/2009,E,CNL,N,2862,N,G24105,28.20622944,-89.62886639,28.20116194,-89.64118806
608174088901,MA001,ST01BP00,G08803,MC,  211,Exxon Mobil Corporation,,12179,11396,11310,86,,,5/6/2011,D,CNL,N,4317,N,G08803,28.78378222,-88.23437563,28.77817611,-88.23071889
608174021401, A003,ST01BP00,G03605,MC,  324,Exxon Mobil Corporation,,15435,12651,12500,151,,,9/10/2004,D,CNL,N,1001,N,G03818,28.6626648,-89.15761638,28.6450719,-89.16101894
608174032201, A054,ST01BP00,G03818,MC,  280,Exxon Mobil Corporation,,10475,9000,8849,151,,,9/24/2004,D,CNL,N,1001,N,G03818,28.66261423,-89.15768705,28.67266161,-89.15299094
608174006000,  002,ST00BP00,G02962,MC,  399,Exxon Mobil Corporation,,,,0,,,,,E,CNL,,1556,N,G02962,28.55101493,-89.83947213,,
608174002800,  002,ST00BP00,G03205,MC,  281,Exxon Mobil Corporation,,,,0,,,,,E,CNL,,990,N,G03205,28.68706458,-89.14366109,,
608174009200,  003,ST00BP00,G02964,MC,  355,Exxon Mobil Corporation,,,,0,,,,,E,CNL,,1508,N,G02964,28.5785584,-89.82401578,,
608174003200,  004,ST00BP00,G02642,MC,  150,"EnVen Energy Ventures, LLC",,*****,*****,*****,,*****,,,E,CNL,,845,N,G02642,28.81089262,-89.06363308,*****,*****
608174002501,  003,ST01BP00,G02642,MC,  150,"EnVen Energy Ventures, LLC",,*****,*****,*****,,*****,,,E,CNL,,887,N,G02642,28.8053383,-89.07466424,*****,*****
608174007605, A014,ST03BP02,G02638,MC,  194,"EnVen Energy Ventures, LLC",,*****,*****,*****,97,*****,,3/27/2010,D,CNL,,1024,N,G02638,28.79081548,-89.05640038,*****,*****
608170008000, X001,ST00BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",,*****,*****,*****,40,*****,,6/1/2000,E,CNL,N,1024,N,G02638,28.79150761,-89.05610177,*****,*****
608174115700,BA001,ST00BP00,G24102,MC,  727,"Deep Gulf Energy II, LLC",,*****,*****,*****,0,*****,,6/15/2010,C,CNL,N,4733,N,G24102,28.23625811,-88.83675276,*****,*****
608174032100,  001,ST00BP00,G08848,MC,  720,"Vastar Resources, Inc.",,15350,15350,15278,72,,,7/20/1990,E,CNL,N,3365,N,G08848,28.2359027,-89.16646746,,
608174020200, A013,ST00BP00,G04501,MC,  149,Apache Corporation,,,,0,,,,,D,CNL,,650,N,G02640,28.79513428,-89.17683286,,
608174082700,  001,ST00BP00,G16669,MC, 1001,Chevron U.S.A. Inc.,,,,0,75,,,5/10/2000,E,CNL,N,7122,N,G16669,27.98351216,-88.32293216,27.98351216,-88.32293216
608174088300,  002,ST00BP00,G13114,MC,  248,Chevron U.S.A. Inc.,,16944,16500,16422,78,,,4/6/2001,E,CNL,,3290,N,G13114,28.7259368,-88.59698884,28.72307397,-88.60088324
608174032400,  003,ST00BP00,G05832,MC,  285,Texaco Inc.,,,,0,100,,,,E,CNL,,3161,N,G05832,28.67731744,-88.93448533,,
608174107903,  001,ST02BP00,G16636,MC,  683,Hess Corporation,,*****,*****,*****,75,*****,,5/10/2007,E,CNL,N,4652,N,G24101,28.27043961,-88.85319989,*****,*****
608174008000,  003,ST00BP00,G03821,MC,  326,ConocoPhillips Company,,,,0,,,,,E,CNL,,1747,N,G03821,28.63655646,-89.08811158,,
608174122300,SS001,ST00BP00,G33161,MC,  524,"W & T Offshore, Inc.",,*****,*****,*****,75,*****,,6/9/2015,E,CNL,N,7342,N,G33161,28.47052139,-87.99972833,*****,*****
608174050500,  003,ST00BP00,G09873,MC,  810,Shell Offshore Inc.,,*****,*****,*****,,*****,,,E,CNL,,3885,N,G09873,28.15986929,-89.08658371,*****,*****
608174052800,  003,ST00BP00,G05863,MC,  687,Shell Offshore Inc.,,,,0,,,,,E,CNL,,5163,N,G05863,28.28094366,-88.64476059,,
608174091400,  001,ST00BP00,G19936,MC,  322,Walter Oil & Gas Corporation,,11120,7405,7323,82,,,3/5/2001,E,CNL,,695,N,G19936,28.62198691,-89.26072197,28.63473077,-89.25482021
608174135002,  001,ST01BP00,G33744,MC,  567,Shell Offshore Inc.,,*****,*****,*****,82,*****,,9/25/2018,E,CNL,N,7289,N,G33744,28.41858453,-88.03498237,*****,*****
608174091900,  002,ST00BP00,G10977,MC,  129,Plains Exploration & Production Company (PXP),,*****,*****,*****,93,*****,,3/22/2002,D,CNL,,5318,N,G10977,28.88937168,-87.94296787,*****,*****
608174116700,  001,ST00BP00,G26247,MC,  360,"Century Exploration New Orleans, LLC",,16196,11100,11036,64,,,5/25/2010,E,CNL,N,390,N,G26247,28.60168278,-89.57627333,28.57450139,-89.58234
608174023802, A005,ST02BP00,G04935,MC,   20,Taylor Energy Company LLC,,11221,9650,9522,128,,,7/15/2001,D,CNL,,479,N,G04935,28.93813485,-88.97089122,28.93564033,-88.98137365
608174090401, A023,ST01BP00,G04935,MC,   20,Taylor Energy Company LLC,,10209,9045,8918,127,,,2/15/2001,D,CNL,,479,N,G04935,28.93810625,-88.97096571,28.93616471,-88.97788519
608174134400,  001,ST00BP00,G32340,MC,  693,"Cobalt International Energy, L.P.",,21801,21400,21319,81,,,1/22/2018,E,CNL,N,6129,N,G32340,28.28351944,-88.32855222,28.28345639,-88.33501361
608174101200,  001,ST00BP00,G24050,MC,  125,"Cobalt International Energy, L.P.",,16542,15725,15667,58,,,2/27/2004,E,CNL,N,4452,N,G24050,28.85777642,-88.13786481,28.85948522,-88.12733421
608174097701, A005,ST01BP00,G19931,MC,  243,"W & T Energy VI, LLC",,*****,*****,*****,150,*****,,4/12/2010,D,CNL,N,2816,N,G19931,28.74232774,-88.8254634,*****,*****
608174104000,SS001,ST00BP00,G19931,MC,  243,"W & T Energy VI, LLC",,*****,*****,*****,72,*****,,3/16/2005,D,CNL,N,2843,N,G19931,28.75145767,-88.81121146,*****,*****
608174111800, B011,ST00BP00,G22850,MC,   22,ANKOR Energy LLC,,*****,*****,*****,137,*****,,3/14/2008,D,CNL,N,668,N,G28351,28.93728978,-88.91196656,*****,*****
177224023400, A018,ST00BP00,G26241,MC,  191,"Arena Offshore, LP",,8267,4800,4689,111,,,8/24/2009,D,CNL,N,467,N,G05052,28.7834425,-89.24225972,28.78129806,-89.224755
608174098300,TA005,ST00BP00,G09868,MC,  778,BP Exploration & Production Inc.,4/20/2002,26921,25164,25071,93,,6/21/2002,7/24/2009,E,COM,,6033,C,G09868,28.19097702,-88.49546898,28.19940502,-88.47631418
608174085802, F002,ST02BP00,G08823,MC,  522,BP Exploration & Production Inc.,3/28/2002,16909,16484,16399,85,13265,3/30/2002,12/31/2002,E,COM,,6940,C,G08823,28.47232433,-88.10280306,28.47415093,-88.09922276
608174097000, F004,ST00BP00,G08823,MC,  522,BP Exploration & Production Inc.,1/22/2002,15345,15329,15244,85,,3/13/2002,12/16/2002,D,COM,,6934,C,G08823,28.4638467,-88.10465759,28.4644566,-88.10464349
608174084404, A003,ST03BP00,G07944,MC,  429,BP Exploration & Production Inc.,1/7/2002,13485,12739,12654,85,11850,1/8/2002,2/19/2003,D,COM,,6134,C,G07944,28.56875734,-88.33913617,28.56512074,-88.34351327
608174095402, A004,ST00BP02,G07944,MC,  429,BP Exploration & Production Inc.,12/5/2001,13489,13024,12939,85,11362,12/12/2001,2/2/2003,D,COM,,6101,C,G07944,28.58091846,-88.32438776,28.57691436,-88.32222126
608174094601, K001,ST01BP00,G07937,MC,  383,BP Exploration & Production Inc.,10/26/2001,14472,12116,12031,85,12094,7/29/2002,8/11/2002,D,COM,,5735,C,G07937,28.59844481,-88.43550482,28.60604381,-88.43955582
608174094702, K002,ST01BP00,G07937,MC,  383,BP Exploration & Production Inc.,10/10/2001,14075,12007,11922,85,11060,8/15/2002,8/26/2002,D,COM,,5739,C,G07937,28.5978397,-88.43549659,28.5911458,-88.43230069
608174051300, A001,ST00BP00,G07944,MC,  429,BP Exploration & Production Inc.,11/10/1995,14890,14672,14626,46,,1/20/1996,10/23/2002,E,COM,N,6240,C,G07944,28.56470678,-88.31732665,28.56288038,-88.31735175
608174115304, A003,ST01BP00,G24130,MC,  942,Equinor USA E&P Inc.,10/23/2011,21400,17220,17075,145,17981,11/6/2011,2/26/2012,E,COM,N,4000,N,G16661,28.03337694,-89.1004573,28.04689084,-89.0738419
608174115202, A002,ST00BP02,G16661,MC,  941,Equinor USA E&P Inc.,4/26/2011,17970,13811,13666,145,13097,5/21/2011,8/24/2011,E,COM,N,4000,N,G16661,28.03332139,-89.10059895,28.02359869,-89.12538455
608174137702,  008,ST01BP00,G09866,MC,  776,BP Exploration & Production Inc.,10/23/2018,21703,20138,20056,82,17240,10/26/2018,1/4/2019,D,COM,N,5671,C,G19997,28.19680399,-88.60761606,28.20586529,-88.59534646
608174115100, A001,ST00BP00,G16661,MC,  941,Equinor USA E&P Inc.,8/16/2008,20029,17248,17170,78,,9/5/2009,10/8/2010,E,COM,N,4000,N,G16661,28.0335464,-89.10072672,28.0255597,-89.12311362
608174138102,  003,ST01BP00,G09821,MC,  520,BP Exploration & Production Inc.,6/29/2018,*****,*****,*****,86,*****,7/12/2018,8/19/2018,E,COM,N,6623,C,G09821,28.48065273,-88.20421584,*****,*****
608174137500,TG004,ST00BP00,G19997,MC,  775,BP Exploration & Production Inc.,4/29/2018,19655,19441,19359,82,,5/23/2018,8/3/2018,D,COM,N,5669,C,G19997,28.19648565,-88.60755052,28.19895045,-88.60542552
608174103000,  014,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,10/7/2004,24228,22730,22608,122,,1/8/2017,5/8/2017,D,COM,N,6037,C,G09868,28.19036358,-88.4957697,28.18784078,-88.4787261
608174139002,  002,ST01BP01,G19966,MC,  562,BP Exploration & Production Inc.,10/21/2018,20239,18795,18709,86,17240,11/17/2018,12/18/2018,E,COM,N,6436,C,G19966,28.44366514,-88.27681667,28.44661704,-88.27103377
608174104900,TA008,ST00BP00,G14657,MC,  821,BP Exploration & Production Inc.,12/4/2004,23000,21774,21652,122,,2/1/2015,2/6/2015,D,COM,N,6031,C,G09868,28.19086165,-88.49586469,28.17994775,-88.50422219
608174133000,TD004,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,4/2/2016,26689,25184,25102,82,,10/18/2017,1/31/2018,D,COM,N,6267,C,G14658,28.16278025,-88.48390685,28.18056444,-88.486325
608174132800,TD003,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,4/1/2016,26392,24789,24707,82,,4/14/2017,7/10/2017,D,COM,N,6268,C,G14658,28.16321804,-88.48420266,28.18033344,-88.49137986
608174132900,TD002,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,3/29/2016,24142,22658,22570,88,,10/11/2016,1/2/2017,D,COM,N,6267,C,G14658,28.16301748,-88.48371325,28.17860758,-88.47878765
608174127002,  007,ST00BP02,G09866,MC,  776,BP Exploration & Production Inc.,3/9/2014,22276,22272,22193,79,12944,6/1/2014,6/11/2016,D,COM,N,5742,C,G09866,28.20534837,-88.56411473,28.20523887,-88.56388283
608174131700, K003,ST00BP00,G07937,MC,  383,BP Exploration & Production Inc.,9/9/2015,13617,13491,13409,82,,10/20/2015,12/19/2015,E,COM,N,4727,C,G07937,28.62331815,-88.43401647,28.62463575,-88.43184837
608174128400,TG002,ST00BP00,G09866,MC,  776,BP Exploration & Production Inc.,6/27/2014,23721,22279,22195,84,,12/21/2014,11/29/2015,D,COM,N,5673,C,G19997,28.19670166,-88.60679269,28.20813596,-88.59542959
608174127300,  008,ST00BP00,G09867,MC,  777,BP Exploration & Production Inc.,1/10/2014,22532,22400,22316,84,,4/26/2014,12/29/2014,D,COM,N,5719,C,G09867,28.21363563,-88.51856969,28.21601803,-88.51604759
608174126200, K004,ST00BP00,G07937,MC,  383,BP Exploration & Production Inc.,6/8/2013,14290,12983,12899,84,,10/14/2013,4/23/2014,D,COM,N,5741,C,G07937,28.59784842,-88.43569936,28.58760972,-88.43069016
608174101101,TA007,ST01BP00,G14658,MC,  822,BP Exploration & Production Inc.,2/12/2013,26771,25231,25109,122,23458,10/16/2013,2/24/2014,D,COM,N,6040,C,G09868,28.19048192,-88.49537359,28.17520282,-88.48604949
608174124400,TB003,ST00BP00,G09867,MC,  777,BP Exploration & Production Inc.,11/5/2012,22289,21739,21646,93,,5/18/2013,10/12/2013,D,COM,N,5613,C,G09867,28.22118583,-88.53299923,28.22533103,-88.53552683
608174124300, A005,ST00BP00,G07944,MC,  429,BP Exploration & Production Inc.,10/9/2012,13122,12776,12692,84,,4/10/2013,2/14/2014,D,COM,N,6106,C,G07944,28.58066587,-88.32387463,28.58229427,-88.32809123
608174117900,TF002,ST00BP00,G09868,MC,  778,BP Exploration & Production Inc.,12/25/2009,22160,21278,21185,93,,1/30/2010,8/16/2014,E,COM,N,5631,C,G09868,28.22456821,-88.50192761,28.23134461,-88.49258661
608174117000,TC002,ST00BP00,G09866,MC,  776,BP Exploration & Production Inc.,6/20/2009,20415,20373,20280,93,,7/26/2009,10/23/2009,D,COM,N,5638,C,G09866,28.21580591,-88.55833474,28.21693211,-88.55710534
608174116600,HH002,ST00BP00,G09821,MC,  520,BP Exploration & Production Inc.,4/2/2009,17477,16420,16331,89,,6/29/2009,8/2/2009,E,COM,N,6741,C,G09821,28.46634815,-88.16983213,28.47502415,-88.17830273
608174101401,TA006,ST00BP01,G14658,MC,  822,BP Exploration & Production Inc.,4/7/2009,28711,25489,25367,122,22615,4/18/2009,3/22/2012,E,COM,N,6036,C,G09868,28.1905333,-88.49524555,28.1846,-88.47122505
608174112102,TG001,ST01BP00,G19997,MC,  775,BP Exploration & Production Inc.,4/2/2008,23900,23122,23029,93,16280,4/18/2008,12/22/2009,E,COM,N,5673,C,G19997,28.19700917,-88.60677795,28.19209987,-88.60806565
608174112201,TF001,ST01BP00,G09867,MC,  777,BP Exploration & Production Inc.,11/17/2007,22365,21656,21563,93,21238,12/1/2007,4/13/2009,E,COM,N,5631,C,G09868,28.22447043,-88.50172763,28.23039713,-88.50502423
608174111601,  001,ST00BP01,G19966,MC,  562,BP Exploration & Production Inc.,3/23/2007,19350,19187,19112,75,12865,4/4/2007,11/13/2010,E,COM,N,6435,C,G19966,28.44405454,-88.27720207,28.44233614,-88.27562267
608174110400,TB001,ST00BP00,G09867,MC,  777,BP Exploration & Production Inc.,9/5/2006,20711,20662,20569,93,,1/1/2007,4/12/2007,D,COM,N,5610,C,G09867,28.2212689,-88.53235426,28.2230337,-88.53327356
608174110100, F006,ST00BP00,G08823,MC,  522,BP Exploration & Production Inc.,8/7/2006,18732,15379,15291,88,,3/28/2007,7/26/2007,D,COM,N,6933,C,G08823,28.4642152,-88.10467367,28.4765051,-88.08762247
608174108600,  009,ST00BP00,G09867,MC,  777,BP Exploration & Production Inc.,6/11/2006,20557,20004,19920,84,,7/18/2015,5/11/2016,D,COM,N,5636,C,G09866,28.21593203,-88.55833862,28.21938103,-88.54997552
608174095302,TD001,ST01BP01,G14658,MC,  822,BP Exploration & Production Inc.,10/8/2005,24388,22977,22884,93,16048,11/10/2005,4/14/2006,D,COM,N,6262,C,G14658,28.16335249,-88.48369157,28.17347329,-88.48436597
608174104800,TA010,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,12/10/2004,23694,22694,22572,122,,8/19/2017,12/15/2017,D,COM,N,6037,C,G09868,28.19077581,-88.49596552,28.18763231,-88.48589402
608174099800,TA001,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,11/4/2002,24342,23228,23135,93,,3/15/2004,11/30/2004,E,COM,N,6033,C,G09868,28.19029826,-88.49565203,28.17780276,-88.49114323
608174098601,TA002,ST01BP00,G14658,MC,  822,BP Exploration & Production Inc.,8/12/2002,24056,23268,23175,93,17216,8/26/2002,11/10/2004,E,COM,,6034,C,G09868,28.19092842,-88.49563597,28.18357122,-88.50222277
608174054601, H001,ST01BP00,G09821,MC,  520,BP Exploration & Production Inc.,5/19/2002,16840,16465,16380,85,12173,5/24/2002,7/1/2002,E,COM,,6738,C,G09821,28.46628058,-88.16958825,28.47093898,-88.16965735
608174098900,TA003,ST00BP00,G14658,MC,  822,BP Exploration & Production Inc.,4/27/2002,23587,23504,23411,93,,11/29/2002,11/15/2004,E,COM,,6033,C,G09868,28.19088169,-88.49538072,28.18858199,-88.49559112
608174042700, A010,ST00BP00,G05825,MC,  109,Talos Petroleum LLC,5/4/1992,9975,7187,7047,140,,5/12/1992,6/20/1992,D,COM,N,1030,N,G05825,28.86479599,-88.93077711,28.87477429,-88.91690141
608164021400, A013,ST00BP00,G09771,MC,   28,Talos Petroleum LLC,8/19/1995,19855,10303,10160,143,,10/23/1995,12/1/1995,D,COM,N,1295,N,G06898,28.97306661,-88.62587628,28.94872901,-88.58599308
608164017000, A002,ST00BP00,G07923,MC,   27,Talos Petroleum LLC,11/30/1992,8550,6131,6045,86,,1/7/1993,1/7/1995,D,COM,N,1294,N,G06898,28.97303828,-88.62594465,28.96036588,-88.62070775
608164031802, A024,ST01BP00,G09771,MC,   28,Talos Petroleum LLC,2/15/2017,9512,5868,5725,143,6758,3/8/2017,4/22/2017,D,COM,N,1290,N,G06898,28.97281959,-88.62591153,28.96078039,-88.61275543
608174136600,  004,ST00BP00,G09771,MC,   28,Talos Petroleum LLC,12/13/2017,12176,10135,10049,86,,1/2/2018,7/8/2018,D,COM,N,1848,C,G09771,28.93309216,-88.57484488,28.94642886,-88.57897518
608164026602, A015,ST01BP01,G09771,MC,   28,Talos Petroleum LLC,3/13/2016,11087,5775,5632,143,8653,4/7/2016,5/20/2016,D,COM,N,1290,N,G06898,28.97310835,-88.62589722,28.96127715,-88.60603702
608174132401,  007,ST00BP01,G13997,MC,   29,Talos Petroleum LLC,1/19/2016,11350,10008,9922,86,10130,1/21/2016,2/12/2016,D,COM,N,2009,C,G13997,28.94898275,-88.54668726,28.94057145,-88.54024396
608174051900,TB005,ST00BP00,G09771,MC,   28,Talos Petroleum LLC,11/17/1995,11130,10346,10262,84,,5/12/1996,6/30/1996,D,COM,N,1853,C,G09771,28.93290412,-88.57453802,28.93578362,-88.58071682
608174130900,  006,ST00BP00,G13997,MC,   29,Talos Petroleum LLC,5/29/2015,10600,10071,9985,86,,6/24/2015,7/29/2015,D,COM,N,2121,C,G13997,28.93187855,-88.54282132,28.93471405,-88.54609972
608174127500,  005,ST00BP00,G13997,MC,   29,Talos Petroleum LLC,1/18/2014,11557,11167,11080,87,,4/19/2014,7/11/2014,D,COM,N,2121,C,G13997,28.93200606,-88.54232023,28.93571966,-88.53848763
608174127400,  004,ST00BP00,G13997,MC,   29,Talos Petroleum LLC,1/10/2014,14643,13575,13485,90,,3/7/2014,6/7/2014,D,COM,N,2009,C,G13997,28.94960082,-88.5463331,28.95112712,-88.5358575
608174042001, A006,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,8/16/2011,12190,7596,7441,155,1975,10/2/2011,11/1/2011,D,COM,N,1030,N,G05825,28.86473027,-88.93082638,28.88099467,-88.92186188
608174044203, A018,ST02BP01,G05825,MC,  109,Talos Petroleum LLC,6/18/2011,8300,6927,6772,155,2765,6/29/2011,7/23/2011,D,COM,N,1030,N,G05825,28.86474844,-88.93083246,28.85610094,-88.93631596
608174045102, A023,ST02BP00,G05825,MC,  109,Talos Petroleum LLC,3/26/2011,8440,5624,5469,155,4700,4/16/2011,5/4/2011,D,COM,N,1030,N,G05825,28.86473638,-88.93080389,28.85901748,-88.91791079
608174046401, A028,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,12/23/2010,14880,9554,9399,155,4101,1/24/2011,2/25/2011,D,COM,N,1030,N,G05825,28.86470499,-88.9307925,28.87746307,-88.95595039
608174044101, A017,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,10/26/2010,8765,6705,6550,155,1908,11/26/2010,12/14/2010,D,COM,N,1030,N,G05825,28.86474277,-88.93078166,28.85810497,-88.92047246
608174043802, A015,ST01BP01,G05825,MC,  109,Talos Petroleum LLC,5/25/2010,10270,6236,6081,155,3375,9/8/2010,10/19/2010,D,COM,N,1030,N,G05825,28.86479016,-88.93079888,28.86147356,-88.91422358
608174043201, A012,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,1/23/2010,11943,11049,10894,155,0,3/10/2010,4/8/2010,D,COM,N,1030,N,G05825,28.86475527,-88.93085999,28.86812767,-88.93978149
608174045703, A027,ST01BP02,G09777,MC,  108,Talos Petroleum LLC,5/14/2004,18370,9371,9223,148,15850,5/23/2004,6/12/2004,D,COM,N,1030,N,G05825,28.86477855,-88.9308424,28.85304065,-88.9739434
608174104200, A034,ST00BP00,G05825,MC,  109,Talos Petroleum LLC,6/17/2004,13382,8416,8268,148,,7/22/2004,7/30/2004,E,COM,N,1030,N,G05825,28.86472724,-88.93077584,28.84511204,-88.92203964
608174045303, A024,ST03BP00,G05825,MC,  109,Talos Petroleum LLC,2/7/2004,11055,8523,8375,148,7314,2/22/2004,3/22/2004,D,COM,N,1035,N,G05825,28.86473306,-88.93075407,28.85249656,-88.93367387
608174045403, A025,ST02BP00,G05825,MC,  109,Talos Petroleum LLC,12/28/2003,13205,10742,10594,148,10619,1/6/2004,1/19/2004,D,COM,N,1030,N,G05825,28.86470701,-88.9308442,28.85719491,-88.9457288
608174102000, A033,ST00BP00,G05825,MC,  109,Talos Petroleum LLC,10/6/2003,13691,8709,8561,148,,10/31/2003,11/28/2003,D,COM,N,1030,N,G05825,28.86471083,-88.93076928,28.84475533,-88.92503278
608174045002, A022,ST01BP01,G05825,MC,  109,Talos Petroleum LLC,7/19/2003,13330,8887,8739,148,2766,8/23/2003,9/23/2003,D,COM,N,1030,N,G05825,28.86477376,-88.93079232,28.85672316,-88.95131232
608174045604, A026,ST01BP04,G05825,MC,  109,Talos Petroleum LLC,4/7/2002,10936,7674,7534,140,10266,4/7/2002,4/24/2002,D,COM,N,1030,N,G05825,28.86471562,-88.93081936,28.85582442,-88.94812256
608174041901, A005,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,1/8/2002,12048,8774,8634,140,3482,1/16/2002,2/12/2002,D,COM,,1030,N,G05825,28.86469916,-88.93081593,28.85404266,-88.94575793
608174046802, A029,ST02BP00,G05825,MC,  109,Talos Petroleum LLC,12/1/2001,10628,6950,6810,140,8840,12/4/2001,12/14/2001,D,COM,,1030,N,G05825,28.86477958,-88.93077056,28.86314678,-88.94958026
608174052302,TB009,ST00BP02,G13997,MC,   29,Talos Petroleum LLC,9/18/2001,19789,11137,11055,82,16165,10/1/2001,1/16/2002,D,COM,,1853,C,G09771,28.93298014,-88.57462358,28.94469804,-88.53410988
608174051704,TB003,ST00BP04,G09771,MC,   28,Talos Petroleum LLC,3/22/2001,12800,10220,10138,82,8959,4/7/2001,6/26/2001,D,COM,,1853,C,G09771,28.93284633,-88.57477477,28.93707273,-88.57185217
608164036900, A030,ST00BP00,G07923,MC,   27,Talos Petroleum LLC,9/9/2000,15437,6463,6320,143,,10/7/2000,11/13/2000,D,COM,,1290,N,G06898,28.9730518,-88.62596363,28.9550465,-88.65727373
608164035600, A026,ST00BP00,G07923,MC,   27,Talos Petroleum LLC,2/13/2000,16194,6353,6210,143,,3/5/2000,4/6/2000,D,COM,,1290,N,G06898,28.97302946,-88.62599143,28.94621136,-88.65260423
608174043902, A016,ST02BP00,G05825,MC,  109,Talos Petroleum LLC,1/9/2000,13495,10800,10666,134,11795,1/14/2000,3/14/2000,D,COM,,1030,N,G05825,28.86468276,-88.93080938,28.85921216,-88.94970408
