API Well Number,Well Name,Well Name Suffix,Bottom Lease Number,Bottom Area,Bottom Block,Company Name,Spud Date,BH Total MD (feet),True Vertical Depth (feet),TVD Subsea (feet),RKB,KOP,Total Depth Date,Status Date,Type Code,Status Code,Casing Cut Code,Water Depth (feet),Underwater Comp Stub,Surface Lease Number,Surface Latitude,Surface Longitude,Bottom Latitude,Bottom Longitude
608174007604, A014,ST03BP01,G02638,MC,  194,"EnVen Energy Ventures, LLC",1/20/2001,12600,9346,9249,97,10600,1/23/2001,8/1/2015,D,PA,M,1025,N,G02638,28.79081548,-89.05640038,28.77433788,-89.06694358
608174000800,  003,ST00BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",8/29/1975,9260,9260,9176,84,,9/10/1975,9/29/1975,E,PA,Y,1023,N,G02638,28.78116717,-89.05892689,28.78115147,-89.05881049
608174016403, A062,ST03BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",7/22/1997,14967,9717,9601,116,11914,8/10/1997,8/11/2015,D,PA,M,1024,N,G02638,28.79086478,-89.05641384,28.77929628,-89.08056224
608174001200,  004,ST00BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",10/2/1975,11117,11117,11033,84,,11/2/1975,11/17/1975,E,PA,Y,1023,N,G02638,28.77176765,-89.07555714,28.77188095,-89.07561224
608174000502,  003,ST02BP00,G02643,MC,  151,"EnVen Energy Ventures, LLC",9/10/1975,9810,9044,8956,88,3517,10/4/1975,10/16/1975,E,PA,Y,1013,N,G02643,28.80153113,-89.0415239,28.79662623,-89.0350507
608174003500,  004,ST00BP00,G02643,MC,  151,"EnVen Energy Ventures, LLC",6/23/1976,9000,9000,8912,88,,7/4/1976,7/12/1976,E,PA,Y,932,N,G02643,28.81392127,-89.03589805,28.81388067,-89.03604895
608174003400,  005,ST00BP00,G02642,MC,  150,"EnVen Energy Ventures, LLC",5/29/1976,10514,9611,9523,88,,6/14/1976,6/22/1976,E,PA,Y,1024,N,G02643,28.8142084,-89.04854421,28.8137989,-89.05840901
608174002500,  002,ST00BP00,G02642,MC,  150,"EnVen Energy Ventures, LLC",4/25/1976,13809,13809,13734,75,,6/6/1976,6/22/1976,E,PA,Y,887,N,G02642,28.8053383,-89.07466424,28.805148,-89.07472174
608174000301,  001,ST01BP01,G02642,MC,  150,"EnVen Energy Ventures, LLC",7/30/1975,11000,10163,10079,84,3700,8/14/1975,8/24/1975,E,PA,Y,848,N,G02638,28.79108986,-89.07423838,28.79309586,-89.06460608
608174002000,  001,ST00BP00,G02639,MC,  195,"EnVen Energy Ventures, LLC",1/22/1976,10353,9215,9131,84,,2/20/1976,3/2/1976,E,PA,Y,1125,N,G02638,28.76963988,-89.0636509,28.77382398,-89.0537401
608174014400, A044,ST00BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",1/17/1981,9765,8002,7897,105,,1/26/1981,7/26/2015,D,PA,M,1023,N,G02638,28.79082656,-89.05639124,28.77885686,-89.06147324
608174037801,  006,ST01BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",5/16/1990,11362,11164,11092,72,7775,6/6/1990,6/11/1990,E,PA,Y,1125,N,G02638,28.76600844,-89.08876125,28.76663944,-89.08544575
608174000900,  002,ST00BP00,G02638,MC,  194,"EnVen Energy Ventures, LLC",11/21/1975,13930,13930,13846,84,,1/5/1976,1/20/1976,E,PA,Y,1023,N,G02638,28.7684123,-89.08857505,28.7685143,-89.08868675
608174021100,  001,ST00BP00,G05825,MC,  109,Talos Petroleum LLC,5/12/1984,11082,11082,10999,83,,7/20/1984,8/30/1984,E,PA,Y,1104,N,G05825,28.86241194,-88.9205293,28.86220514,-88.920212
608174060300,  002,ST00BP00,G13997,MC,   29,Talos Petroleum LLC,2/19/1998,7959,7848,7776,72,,3/4/1998,6/7/2018,E,PA,N,2266,S,G13997,28.96148679,-88.51999759,28.96313299,-88.51993679
608174059900,  001,ST00BP00,G13997,MC,   29,Talos Petroleum LLC,1/30/1998,3618,3618,3546,72,,1/31/1998,2/15/1998,E,PA,N,2266,N,G13997,28.96158461,-88.5198614,28.96158461,-88.5198614
608174036400,  005,ST00BP00,G05825,MC,  109,Talos Petroleum LLC,7/29/1989,7000,7000,6927,73,,8/11/1989,8/15/1989,E,PA,Y,1021,N,G05825,28.8644224,-88.93400072,28.8644224,-88.93400072
608174035201,  004,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,2/16/1989,8235,7635,7550,85,4280,2/23/1989,3/3/1989,E,PA,Y,980,N,G05825,28.87374374,-88.92785548,28.87316458,-88.93374509
608174029300,  002,ST00BP00,G05825,MC,  109,Talos Petroleum LLC,1/25/1987,12480,12473,12383,90,,3/30/1987,4/11/1987,E,PA,N,1205,N,G05825,28.850191,-88.92096693,28.8509997,-88.92067903
608174135600,  001,ST00BP00,G34421,MC,   75,"LLOG Exploration Offshore, L.L.C.",5/21/2017,*****,*****,*****,108,*****,6/2/2017,6/6/2017,E,PA,N,2640,S,G34886,28.91803756,-88.47552498,*****,*****
608174133701,  001,ST00BP01,G35641,MC,  769,"LLOG Exploration Offshore, L.L.C.",6/6/2016,23113,22663,22555,108,,6/21/2016,6/27/2016,E,PA,N,4165,S,G35641,28.21638996,-88.94175537,28.22118611,-88.94324278
608174032701,  003,ST01BP00,G05825,MC,  109,Talos Petroleum LLC,6/22/1988,7866,7068,6984,84,4252,6/30/1988,7/24/1988,E,PA,Y,1055,N,G05825,28.85720166,-88.94286121,28.85964176,-88.93695161
608174105400,  001,ST00BP00,G16659,MC,  937,BHP Billiton Petroleum (GOM) Inc.,10/18/2004,29894,29519,29427,92,,3/31/2005,4/20/2005,E,PA,N,4181,S,G16659,28.00768684,-89.31403327,28.00792174,-89.30658857
608174089300,  001,ST00BP00,G15498,MC,  632,BHP Billiton Petroleum (GOM) Inc.,8/18/2000,10548,10500,10422,78,,9/5/2000,9/11/2000,E,PA,Y,2795,N,G15498,28.32239657,-89.18930704,28.32174787,-89.18833984
608174125700,  001,ST00BP00,G24066,MC,  258,"LLOG Exploration Offshore, L.L.C.",2/25/2013,16472,16068,15980,88,,3/29/2013,4/5/2013,E,PA,N,5836,S,G24066,28.74756275,-88.09382929,28.74290735,-88.09632199
608174120200,  001,ST00BP00,G22877,MC,  431,"LLOG Exploration Offshore, L.L.C.",12/22/2011,7262,7262,7180,82,,12/23/2011,12/4/2012,E,PA,N,6424,S,G22877,28.56749877,-88.25736084,28.56751577,-88.25736564
608174036801,  003,ST01BP00,G09771,MC,   28,Talos Petroleum LLC,11/29/1989,13066,12007,11934,73,9770,12/16/1989,12/23/1989,E,PA,Y,1494,N,G09771,28.96409931,-88.59441663,28.97221691,-88.60249553
608174114400,SS003,ST00BP00,G24104,MC,  754,"LLOG Exploration Offshore, L.L.C.",2/16/2008,14797,14770,14688,82,,3/12/2008,12/16/2014,E,PA,N,2696,S,G24104,28.19420573,-89.63588203,28.19501453,-89.63574683
608174113500,  006,ST00BP00,G21762,MC,  489,"LLOG Exploration Offshore, L.L.C.",9/26/2007,15719,13974,13902,72,,11/26/2007,9/13/2013,E,PA,M,2160,S,G21762,28.44049813,-89.69149165,28.45096853,-89.69695645
608174113300,  005,ST00BP00,G21762,MC,  489,"LLOG Exploration Offshore, L.L.C.",9/23/2007,3063,3063,2991,72,,9/23/2007,9/26/2007,E,PA,N,2160,N,G21762,28.44069536,-89.69148387,28.45067389,-89.69695611
608174113000,  004,ST00BP00,G21762,MC,  489,"LLOG Exploration Offshore, L.L.C.",9/17/2007,2696,2696,2624,72,,9/17/2007,9/19/2007,E,PA,N,2160,N,G21762,28.44083869,-89.69145248,28.45067389,-89.69690556
608174098000,  003,ST00BP00,G21762,MC,  489,"LLOG Exploration Offshore, L.L.C.",2/13/2002,3494,3493,3411,82,,2/14/2002,3/1/2002,E,PA,,2171,N,G21762,28.44664946,-89.69071812,28.44644196,-89.69068112
608174097200,  002,ST00BP00,G21762,MC,  489,"LLOG Exploration Offshore, L.L.C.",1/25/2002,2775,2774,2692,82,,1/29/2002,2/11/2002,E,PA,,2171,S,G21762,28.44631112,-89.69058511,28.44625612,-89.69058041
608174096400,  001,ST00BP00,G21762,MC,  489,"LLOG Exploration Offshore, L.L.C.",1/21/2002,2648,2648,2566,82,,1/23/2002,1/24/2002,E,PA,,2175,N,G21762,28.44653169,-89.69041648,28.44653169,-89.69041648
608174034702,  001,ST02BP00,G09771,MC,   28,Talos Petroleum LLC,12/14/1988,7707,6871,6798,73,3650,12/25/1988,1/16/1989,E,PA,Y,1400,N,G07923,28.96145341,-88.61560238,28.96083871,-88.60855058
608174046301, A023,ST01BP01,G02636,MC,  192,Apache Corporation,8/2/1994,19398,17422,17297,125,13750,9/16/1994,9/7/2015,D,PA,M,651,S,G02640,28.79511594,-89.17677629,28.78012664,-89.16398679
608174019300, A012,ST00BP00,G02640,MC,  148,Apache Corporation,5/18/1983,4300,4207,4097,110,,5/24/1983,8/1/2015,D,PA,M,651,S,G02640,28.79515027,-89.17686441,28.79501187,-89.17528991
608174016600, A005,ST00BP00,G02640,MC,  148,Apache Corporation,7/28/1981,11253,10569,10459,110,,8/27/1981,7/30/2015,D,PA,M,650,N,G02640,28.79512578,-89.1768483,28.79202618,-89.168394
608174092605,  004,ST00BP05,G14013,MC,  667,Anadarko E&P Company LP,12/18/2001,25953,25900,25814,86,20189,1/29/2002,1/5/2005,E,PA,,2934,S,G14013,28.27117211,-89.60454577,28.26992451,-89.60366477
608174092500,  003,ST00BP00,G14013,MC,  667,Anadarko E&P Company LP,4/8/2001,3376,3376,3290,86,,4/8/2001,4/10/2001,E,PA,,2934,N,G14013,28.27096777,-89.60430164,28.27096777,-89.60430164
608174092000,  002,ST00BP00,G14013,MC,  667,Anadarko E&P Company LP,4/6/2001,3737,3737,3651,86,,4/6/2001,4/7/2001,E,PA,,2930,N,G14013,28.27118171,-89.60404283,28.27118171,-89.60404283
608174060001,  001,ST01BP00,G14013,MC,  667,Anadarko E&P Company LP,5/12/1998,9623,8501,8419,82,6289,5/18/1998,5/31/1998,E,PA,Y,2902,N,G14013,28.29001597,-89.60592099,28.28988587,-89.59719449
608174000602,  004,ST02BP00,G02640,MC,  148,Apache Corporation,1/28/1976,11552,10388,10357,31,4360,2/21/1976,3/4/1976,E,PA,Y,696,N,G02640,28.80145468,-89.15676703,28.79158928,-89.15981143
608174013900, A001,ST00BP00,G02640,MC,  148,Apache Corporation,1/10/1981,11185,10479,10369,110,,3/31/1981,8/11/2015,D,PA,M,650,N,G02640,28.79515877,-89.17684898,28.79711317,-89.16791628
608174000000,  001,ST00BP00,G02640,MC,  148,Apache Corporation,11/18/1974,14720,14720,14670,50,,1/23/1975,1/31/1975,E,PA,Y,696,N,G02640,28.79214914,-89.16904108,28.79214914,-89.16904108
608174019701, A015,ST01BP00,G02636,MC,  192,Apache Corporation,9/29/1983,12724,8150,8040,110,4968,10/12/1983,8/3/2015,D,PA,M,650,S,G02640,28.79513193,-89.17680784,28.77821313,-89.15983264
608174018800, A009,ST00BP01,G02637,MC,  193,Apache Corporation,2/5/1983,17385,12800,12690,110,15740,3/5/1983,7/29/2015,D,PA,M,650,N,G02640,28.79511488,-89.17684183,28.77386567,-89.15253469
608174018200, A007,ST00BP00,G02636,MC,  192,Apache Corporation,8/18/1982,14980,12367,12257,110,,10/8/1982,7/27/2015,D,PA,M,650,N,G02640,28.79510123,-89.1768353,28.78286763,-89.1578368
608174016700, A003,ST00BP01,G02636,MC,  192,Apache Corporation,12/7/1981,14949,13215,13105,110,12389,1/8/1982,7/28/2015,D,PA,M,650,S,G02640,28.79509039,-89.17682571,28.78374409,-89.16275771
608174004201,  003,ST01BP00,G02636,MC,  192,Apache Corporation,1/10/1977,14104,14104,14032,72,,2/6/1977,2/17/1977,E,PA,M,782,N,G02636,28.78199651,-89.15952548,28.78199651,-89.15952548
608174003900,  001,ST00BP00,G02636,MC,  192,Apache Corporation,11/13/1976,1836,1836,1764,72,,11/15/1976,11/19/1976,E,PA,M,781,N,G02636,28.7816424,-89.15948384,28.7816424,-89.15948384
608174060400,  001,ST00BP00,G09880,MC,  849,Anadarko E&P Company LP,3/11/1998,5740,5740,5655,85,,4/10/1998,4/9/1998,E,PA,N,3600,N,G09880,28.12741794,-89.32250355,28.12735174,-89.32246335
608174081200,  002,ST00BP00,G09880,MC,  849,Anadarko E&P Company LP,4/14/1998,8691,8683,8598,85,,5/16/1998,5/17/1998,E,PA,Y,3600,N,G09880,28.12647615,-89.32159913,28.12657395,-89.32100673
608174057700,  001,ST00BP00,G14010,MC,  584,Anadarko E&P Company LP,12/16/1997,16302,16082,15997,85,,3/29/1998,3/29/1998,E,PA,M,2350,N,G14010,28.36760212,-89.35552052,28.36454732,-89.35553772
608174051201,  001,ST01BP00,G14654,MC,  798,Anadarko E&P Company LP,7/25/1995,8900,8492,8407,85,6586,7/29/1995,8/10/1995,E,PA,Y,2720,N,G14654,28.14253845,-89.65359573,28.14186255,-89.65723103
608174017200, A006,ST00BP00,G02636,MC,  192,Apache Corporation,6/29/1982,12600,10368,10258,110,,8/3/1982,8/7/2015,D,PA,M,650,S,G02640,28.79514278,-89.17681743,28.78938828,-89.15867383
608174084500, A022,ST00BP00,G02640,MC,  148,Apache Corporation,5/1/1999,6969,3562,3442,120,,5/19/1999,9/7/2015,D,PA,M,651,S,G02640,28.79515133,-89.17679888,28.80320013,-89.16521488
177214040201, A045,ST01BP00,G02640,MC,  148,Apache Corporation,4/8/1999,10698,6986,6878,108,,4/16/1999,2/5/2008,D,PA,M,532,N,G07796,28.8412505,-89.13959857,28.8334319,-89.15887197
608174018600, A010,ST00BP00,G02640,MC,  148,Apache Corporation,10/21/1982,11400,9589,9479,110,,11/21/1982,8/2/2015,D,PA,M,650,N,G02640,28.79510978,-89.17681674,28.79713478,-89.16031664
608174019501, A014,ST01BP00,G02640,MC,  148,Apache Corporation,12/26/1998,10600,8915,8795,120,4328,1/4/1999,7/29/2015,D,PA,N,651,S,G02640,28.79516117,-89.17687089,28.79251837,-89.16298629
608174015201, A002,ST01BP00,G02636,MC,  192,Apache Corporation,9/8/1998,11195,10296,10176,120,4201,10/10/1998,8/3/2015,D,PA,M,651,N,G02640,28.79510739,-89.17679484,28.78953839,-89.16645364
608174017601, A044,ST01BP00,G04501,MC,  149,Apache Corporation,4/19/1982,13833,9945,9835,110,5700,6/4/1982,8/4/2015,D,PA,M,650,N,G02640,28.79514043,-89.17679241,28.79279003,-89.15158591
608174114600,  001,ST00BP00,G25087,MC,  353,Apache Corporation,4/9/2008,14492,13997,13913,84,,5/5/2008,5/12/2008,E,PA,M,1040,N,G25087,28.57356691,-89.9298561,28.57377711,-89.9192593
608174019103, A011,ST03BP00,G04501,MC,  149,Apache Corporation,11/9/1998,11498,6477,6357,120,8115,11/19/1998,8/2/2015,D,PA,M,651,S,G02640,28.79512338,-89.17682639,28.79575278,-89.15141859
608174109900,SS005,ST00BP00,G02640,MC,  148,Apache Corporation,7/30/2006,6530,4730,4657,73,,8/8/2006,1/16/2013,E,PA,M,550,D,G02640,28.81853095,-89.18124208,28.82794225,-89.18591488
608174081500, A018,ST00BP00,G02640,MC,  148,Apache Corporation,6/7/1998,11653,6850,6731,119,,7/8/1998,8/6/2015,D,PA,M,651,S,G02640,28.79516962,-89.17685857,28.79315132,-89.20285807
608174081100, A019,ST00BP00,G02640,MC,  148,Apache Corporation,4/25/1998,4320,3526,3406,120,,5/1/1998,8/10/2015,D,PA,M,651,S,G02640,28.79513428,-89.17683286,28.79472258,-89.18235926
608174080800, A016,ST00BP00,G02640,MC,  148,Apache Corporation,3/27/1998,10154,4745,4626,119,,4/17/1998,8/6/2015,D,PA,M,651,S,G02640,28.79516217,-89.17680847,28.80633217,-89.15630257
608174058800, A017,ST00BP00,G02636,MC,  192,Apache Corporation,1/29/1998,14190,12835,12715,120,,2/22/1998,8/4/2015,D,PA,M,651,S,G02640,28.79515367,-89.1768239,28.78184527,-89.1858793
608174057500, A020,ST00BP00,G02640,MC,  148,Apache Corporation,8/5/1997,11946,11199,11089,110,,9/10/1997,8/11/2015,D,PA,M,651,S,G02640,28.79514792,-89.17683939,28.79147472,-89.18733519
608174112801,  003,ST00BP01,G18301,MC,  860,Chevron U.S.A. Inc.,11/17/2007,29821,27857,27765,92,26331,11/29/2007,12/16/2007,E,PA,N,5667,S,G18301,28.10097831,-88.79320566,28.11317821,-88.77811326
608164012300,  001,ST00BP00,G05822,MC,   24,Chevron U.S.A. Inc.,2/20/1988,10222,7880,7798,82,,3/26/1988,4/5/1988,E,PA,Y,914,N,G05790,28.97631994,-88.77907026,28.96214234,-88.77885296
608174109601,  001,ST00BP01,G16648,MC,  782,Chevron U.S.A. Inc.,10/20/2006,27316,27311,27239,72,23169,12/20/2006,1/2/2007,E,PA,N,6686,S,G16648,28.19350919,-88.27172055,28.19372479,-88.27181015
608174108000,  002,ST00BP00,G16652,MC,  859,Chevron U.S.A. Inc.,12/30/2005,12075,12075,11983,92,,1/27/2006,2/18/2006,E,PA,N,5665,S,G16652,28.11604956,-88.79925452,28.11599436,-88.79925092
608174025200,  001,ST00BP00,G05869,MC,  839,Placid Oil Company,7/4/1986,14358,14353,14251,102,,9/18/1986,9/28/1986,E,PA,Y,1952,N,G05869,28.12240669,-89.80780498,28.12296479,-89.80803248
608174002400,  002,ST00BP00,G02972,MC,  113,Placid Oil Company,4/3/1976,11455,11455,11352,103,,5/11/1976,5/26/1976,E,PA,Y,1793,N,G02972,28.86649338,-88.73903033,28.86649338,-88.73903033
608174103401,  002,ST01BP00,G14650,MC,  697,Chevron U.S.A. Inc.,3/30/2004,27473,23638,23559,79,15085,5/21/2004,5/7/2015,E,PA,N,6989,S,G16641,28.3127775,-88.17345518,28.3125557,-88.14680678
608174101903,  001,ST01BP01,G18301,MC,  860,Chevron U.S.A. Inc.,1/9/2004,18874,18682,18607,75,14649,1/25/2004,2/13/2004,E,PA,N,5657,S,G18301,28.11279394,-88.7890286,28.11556354,-88.7875588
608174004800,  002,ST00BP00,G02971,MC,  112,Placid Oil Company,8/1/1977,11887,11887,11783,104,,9/26/1977,9/26/1977,E,PA,Y,1895,N,G02971,28.84794122,-88.7679556,28.84794122,-88.7679556
608174004300,  001,ST00BP00,G02971,MC,  112,Placid Oil Company,5/21/1977,10562,10562,10459,103,,7/28/1977,8/2/1977,E,PA,Y,1610,N,G02971,28.87707658,-88.7768514,28.87707658,-88.7768514
608174003300,  003,ST00BP00,G02972,MC,  113,Placid Oil Company,5/30/1976,11450,11394,11291,103,,7/24/1976,8/2/1976,E,PA,Y,1986,N,G02972,28.8434312,-88.7529256,28.8434312,-88.7529256
608174001100,  001,ST00BP00,G02972,MC,  113,Placid Oil Company,10/9/1975,11767,11765,11662,103,,1/26/1976,3/29/1976,E,PA,Y,1793,N,G02972,28.85728913,-88.75648848,28.85728453,-88.75610818
608174011300,  005,ST00BP00,G02960,MC,  487,Chevron U.S.A. Inc.,8/3/1980,8370,8370,8271,99,,9/1/1980,2/23/1981,E,PA,Y,1300,N,G02960,28.43880623,-89.83213849,28.43880623,-89.83213849
608174084100, A021,ST00BP00,G16588,MC,  147,BP America Production Company,2/18/1999,14982,5846,5726,120,,4/25/1999,7/27/2015,D,PA,M,651,S,G02640,28.79513937,-89.17685794,28.79708647,-89.21553684
608174021201,  001,ST01BP01,G05839,MC,  358,BP America Production Company,8/2/1984,11981,10305,10224,81,6884,8/25/1984,9/2/1984,E,PA,Y,453,N,G05839,28.56768818,-89.69267819,28.57874028,-89.68793439
608174035901,  002,ST01BP00,G06965,MC,  546,BP America Production Company,9/10/1989,14824,13700,13600,100,9994,9/28/1989,10/6/1989,E,PA,N,2501,N,G06965,28.4304511,-89.08794323,28.435327,-89.08101663
608174135200,  001,ST00BP00,G35318,MC,  166,Chevron U.S.A. Inc.,12/10/2016,18014,17323,17217,106,,12/27/2016,1/6/2017,E,PA,N,4020,S,G34424,28.84868281,-88.31307255,28.84049171,-88.30702835
608174140300,  002,ST00BP00,G35971,MC,  434,Chevron U.S.A. Inc.,1/30/2019,*****,*****,*****,82,*****,4/4/2019,4/28/2019,E,PA,N,6948,S,G35971,28.5602561,-88.10647832,*****,*****
608174135803,  001,ST01BP00,G34454,MC,  651,Chevron U.S.A. Inc.,1/22/2018,*****,*****,*****,82,*****,2/2/2018,3/9/2018,E,PA,N,6536,S,G34451,28.36696815,-88.24797809,*****,*****
608174140200,  001,ST00BP00,G35971,MC,  434,Chevron U.S.A. Inc.,1/12/2019,*****,*****,*****,82,*****,1/14/2019,1/25/2019,E,PA,N,6940,S,G35971,28.5602561,-88.10647832,*****,*****
608174136802,  001,ST00BP02,G34453,MC,  610,Chevron U.S.A. Inc.,5/7/2018,*****,*****,*****,82,*****,8/14/2018,8/25/2018,E,PA,N,7089,S,G34453,28.39541958,-88.07801929,*****,*****
608174058500,  001,ST00BP00,G09813,MC,  476,BP America Production Company,11/27/1997,18220,17493,17447,46,,1/10/1998,9/25/2000,E,PA,N,6627,S,G09813,28.51580026,-88.20489871,28.51568306,-88.21046281
608174057100,  001,ST00BP00,G08838,MC,  606,BP America Production Company,7/15/1997,17750,16365,16319,46,,8/25/1997,9/9/1997,E,PA,N,6403,N,G08838,28.38541769,-88.29272915,28.38481789,-88.28073835
608174005601,  003,ST01BP00,G02959,MC,  486,BP America Production Company,9/11/1979,9258,8500,8428,72,,10/7/1979,10/25/1979,E,PA,Y,988,N,G02959,28.44908027,-89.84076502,28.44442837,-89.83915312
608174032000,  001,ST00BP01,G06960,MC,  502,BP America Production Company,5/10/1988,16553,16550,16504,46,13564,6/18/1988,6/29/1988,E,PA,N,2440,N,G06960,28.45365465,-89.06447124,28.45341225,-89.06405654
608174033400,  001,ST00BP01,G06956,MC,  460,BP America Production Company,10/26/1988,17000,16994,16948,46,12573,12/10/1988,12/24/1988,E,PA,N,2693,S,G06956,28.50519876,-88.99485014,28.50475946,-88.99568254
608174091300,  001,ST00BP00,G15519,MC,  864,Chevron U.S.A. Inc.,1/23/2001,18675,18134,18042,92,,3/14/2001,3/18/2001,E,PA,,6265,S,G15519,28.10558357,-88.57059473,28.11096187,-88.57083173
608174090200, B007,ST00BP00,G03206,MC,   63,Chevron U.S.A. Inc.,11/27/2000,6600,4313,4213,100,,12/6/2000,11/11/2007,D,PA,M,480,N,G03206,28.90161454,-89.02351884,28.89495864,-89.03294764
608174090000, B006,ST00BP00,G03206,MC,   63,Chevron U.S.A. Inc.,11/11/2000,6511,4315,4196,119,,11/19/2000,11/11/2007,D,PA,M,480,N,G03206,28.90163379,-89.02351921,28.89120629,-89.02325811
608174054302,  002,ST02BP00,G08806,MC,  292,Chevron U.S.A. Inc.,2/20/1997,18096,14545,14459,86,6663,3/13/1997,3/3/2016,E,PA,N,4153,P,G08806,28.67577369,-88.58858271,28.69614379,-88.57906421
608174089400,  001,ST00BP00,G13145,MC,  727,Chevron U.S.A. Inc.,8/21/2000,29750,29680,29595,85,,1/17/2001,1/27/2001,E,PA,,4891,S,G13145,28.25355488,-88.80811917,28.24914714,-88.8092345
608174021601, B002,ST01BP00,G03206,MC,   63,Chevron U.S.A. Inc.,5/5/2000,5213,4344,4231,113,4431,5/7/2000,11/11/2007,D,PA,O,480,N,G03206,28.90161819,-89.02356968,28.89555769,-89.02642198
608174007300,  002,ST00BP01,G02960,MC,  487,Chevron U.S.A. Inc.,5/4/1979,2490,2490,2418,72,2210,5/8/1979,5/12/1979,E,PA,Y,1148,N,G02960,28.43211671,-89.82260424,28.43211671,-89.82260424
608174087002,  001,ST02BP00,G13114,MC,  248,Chevron U.S.A. Inc.,2/27/2000,17013,16500,16422,78,7424,3/14/2000,3/20/2000,D,PA,Y,3290,N,G13114,28.72610761,-88.59696647,28.72265601,-88.60131837
608174086601,  001,ST01BP00,G18294,MC,  815,Chevron U.S.A. Inc.,2/14/2000,17998,17635,17557,78,12080,3/13/2000,3/24/2000,D,PA,,5400,N,G18294,28.15704814,-88.80714325,28.16055614,-88.80321815
608174054500,  001,ST00BP00,G13140,MC,  627,Chevron U.S.A. Inc.,10/16/1996,20076,19477,19395,82,,1/31/1997,2/18/1997,E,PA,Y,2595,N,G13141,28.32770906,-89.39021025,28.32776996,-89.39781615
608174085700,  001,ST00BP00,G16670,MC, 1002,Chevron U.S.A. Inc.,10/5/1999,21778,21764,21684,80,,6/16/2000,6/27/2000,D,PA,M,7416,N,G16670,27.97488498,-88.27181472,27.97453898,-88.27179002
608174024000,  001,ST00BP01,G06965,MC,  546,BP America Production Company,12/2/1985,17400,17341,17242,99,11061,2/2/1986,2/12/1986,E,PA,N,2471,S,G06965,28.43861708,-89.07464631,28.43747742,-89.07401861
608174005700,  001,ST00BP00,G02958,MC,  530,BP America Production Company,8/9/1978,7809,7809,7736,73,,9/15/1978,9/29/1978,E,PA,Y,935,N,G02958,28.42429588,-89.84613621,28.42434368,-89.84612231
608174082301,  001,ST01BP00,G16647,MC,  772,Chevron U.S.A. Inc.,2/10/1999,18160,18155,18079,76,11733,3/1/1999,8/8/2017,E,PA,N,5567,S,G16647,28.22173499,-88.7661523,28.22162009,-88.7662906
608174054800,  001,ST00BP02,G14651,MC,  713,Chevron U.S.A. Inc.,7/10/1997,13887,13870,13788,82,12500,7/21/1997,8/10/1997,E,PA,Y,3210,N,G14651,28.23468405,-89.49694002,28.23500585,-89.49678732
608174047200,  001,ST00BP00,G14015,MC,  706,Kerr-McGee Corporation,1/16/1994,15000,14993,14911,82,,2/25/1994,3/8/1994,E,PA,Y,1220,N,G14015,28.23080547,-89.84584726,28.23081277,-89.84496889
608174045800,  001,ST00BP00,G12163,MC,  573,Kerr-McGee Corporation,9/18/1993,9726,8320,8223,97,,10/6/1993,10/14/1993,E,PA,Y,467,N,G12163,28.37192968,-89.92465948,28.38160748,-89.91986158
608174022100, B004,ST00BP00,G03206,MC,   63,Chevron U.S.A. Inc.,6/25/1984,10090,9048,8935,113,,7/14/1984,10/25/2011,D,PA,O,480,N,G03206,28.90163368,-89.0235131,28.90294678,-89.0187588
608174021800, B003,ST00BP00,G03206,MC,   63,Chevron U.S.A. Inc.,4/3/1984,9797,9222,9109,113,,4/20/1984,11/11/2007,D,PA,O,499,N,G03206,28.9016666,-89.02350923,28.9044463,-89.01539983
608174021301, B001,ST01BP00,G03206,MC,   63,Chevron U.S.A. Inc.,3/15/1984,9730,9476,9363,113,,3/29/1984,11/11/2007,D,PA,O,480,N,G03206,28.9016672,-89.02354669,28.9056323,-89.02363049
608174003800,  001,ST00BP01,G03206,MC,   63,Chevron U.S.A. Inc.,11/22/1976,15010,13044,12956,88,10455,12/27/1976,1/25/1977,E,PA,Y,526,N,G03206,28.90036262,-89.01293737,28.91168892,-89.02508047
608174020600,  001,ST00BP00,G05849,MC,  408,Tenneco Oil Company,12/2/1983,13200,13200,13144,56,,1/17/1984,1/29/1984,E,PA,N,814,N,G05849,28.54772026,-89.36698074,28.54772026,-89.36698074
608174030200,  001,ST00BP01,G05832,MC,  285,Texaco Inc.,8/5/1987,13100,13094,12994,100,7200,9/16/1987,12/10/1987,E,PA,Y,3161,N,G05832,28.67054468,-88.91735251,28.67057458,-88.91695791
608174009000,  004,ST00BP00,G02960,MC,  487,Chevron U.S.A. Inc.,10/31/1979,9000,9000,8928,72,,11/19/1979,11/30/1979,E,PA,Y,1300,N,G02960,28.45392743,-89.82971064,28.45392743,-89.82971064
608174008700,  003,ST00BP00,G02960,MC,  487,Chevron U.S.A. Inc.,1/1/1981,8242,7858,7773,85,,2/11/1981,2/19/1981,E,PA,Y,1200,N,G02960,28.43297391,-89.82276698,28.43482661,-89.82607248
